Year,Storm Name,Start Date,End Date,Dates,Max Wind Speed (mph),Min pressure (mb),Storm Type
1993,FLOYD,9/7/93,9/13/93,9/7 - 9/13,70,966,Hurricane
1993,HARVEY,9/18/93,9/21/93,9/18 - 9/21,65,990,Hurricane
1993,GERT,9/14/93,9/26/93,9/14 - 9/26,85,970,Hurricane
1994,ALBERTO,6/30/94,7/7/94,6/30 - 7/7,55,993,Tropical Storm
1994,BERYL,8/14/94,8/19/94,8/14 - 8/19,50,999,Tropical Storm
1994,CHRIS,8/16/94,8/23/94,8/16 - 8/23,70,979,Hurricane
1994,DEBBY,9/9/94,9/11/94,9/9 - 9/11,60,1006,Tropical Storm
1994,ERNESTO,9/21/94,9/26/94,9/21 - 9/26,50,997,Tropical Storm
1994,FLORENCE,11/2/94,11/8/94,11/2 - 11/8,95,972,Hurricane
1994,GORDON,11/8/94,11/21/94,11/8 - 11/21,75,980,Hurricane
1995,ALLISON,6/3/95,6/11/95,6/3 - 6/11,65,982,Hurricane
1995,BARRY,7/5/95,7/10/95,7/5 - 7/10,60,989,Tropical Storm
1995,CHANTAL,7/12/95,7/22/95,7/12 - 7/22,60,991,Tropical Storm
1995,DEAN,7/28/95,8/2/95,7/28 - 8/2,40,999,Tropical Storm
1995,ERIN,7/31/95,8/6/95,7/31 - 8/6,85,973,Hurricane
1995,GABRIELLE,8/9/95,8/12/95,8/9 - 8/12,60,988,Tropical Storm
1995,FELIX,8/8/95,8/25/95,8/8 - 8/25,120,929,Hurricane
1995,JERRY,8/22/95,8/28/95,8/22 - 8/28,35,1002,Tropical Storm
1995,HUMBERTO,8/22/95,9/1/95,8/22 - 9/1,95,968,Hurricane
1995,KAREN,8/26/95,9/3/95,8/26 - 9/3,45,1000,Tropical Storm
1995,IRIS,8/22/95,9/7/95,8/22 - 9/7,95,957,Hurricane
1995,LUIS,8/28/95,9/12/95,8/28 - 9/12,130,935,Hurricane
1995,MARILYN,9/12/95,10/1/95,9/12 - 10/1,100,949,Hurricane
1995,OPAL,9/27/95,10/6/95,9/27 - 10/6,130,916,Hurricane
1995,NOEL,9/26/95,10/7/95,9/26 - 10/7,65,987,Hurricane
1995,PABLO,10/4/95,10/8/95,10/4 - 10/8,50,994,Tropical Storm
1995,ROXANNE,10/7/95,10/21/95,10/7 - 10/21,100,956,Hurricane
1995,SEBASTIEN,10/20/95,10/25/95,10/20 - 10/25,55,1001,Tropical Storm
1995,TANYA,10/27/95,11/3/95,10/27 - 11/3,75,970,Hurricane
1996,ARTHUR,6/17/96,6/23/96,6/17 - 6/23,45,992,Tropical Storm
1996,BERTHA,7/5/96,7/17/96,7/5 - 7/17,100,960,Hurricane
1996,CESAR,7/24/96,7/28/96,7/24 - 7/28,75,985,Hurricane
1996,DOLLY,8/19/96,8/25/96,8/19 - 8/25,70,989,Hurricane
1996,GUSTAV,8/26/96,9/2/96,8/26 - 9/2,40,1005,Tropical Storm
1996,EDOUARD,8/19/96,9/6/96,8/19 - 9/6,125,933,Hurricane
1996,FRAN,8/23/96,9/10/96,8/23 - 9/10,105,946,Hurricane
1996,HORTENSE,9/3/96,9/16/96,9/3 - 9/16,120,935,Hurricane
1996,ISIDORE,9/24/96,10/2/96,9/24 - 10/2,100,960,Hurricane
1996,KYLE,10/11/96,10/12/96,10/11 - 10/12,45,1001,Tropical Storm
1996,JOSEPHINE,10/4/96,10/16/96,10/4 - 10/16,60,970,Tropical Storm
1996,LILI,10/14/96,10/29/96,10/14 - 10/29,100,960,Hurricane
1996,MARCO,11/13/96,11/26/96,11/13 - 11/26,65,983,Hurricane
1997,ANA,6/30/97,7/5/97,6/30 - 7/5,40,1000,Tropical Storm
1997,BILL,7/11/97,7/13/97,7/11 - 7/13,65,986,Hurricane
1997,CLAUDETTE,7/13/97,7/16/97,7/13 - 7/16,40,1003,Tropical Storm
1997,DANNY,7/16/97,7/27/97,7/16 - 7/27,70,984,Hurricane
1997,ERIKA,9/3/97,9/19/97,9/3 - 9/19,110,946,Hurricane
1997,FABIAN,10/4/97,10/8/97,10/4 - 10/8,40,1004,Tropical Storm
1997,GRACE,10/14/97,10/17/97,10/14 - 10/17,40,999,Tropical Storm
1998,ALEX,7/27/98,8/2/98,7/27 - 8/2,45,1002,Tropical Storm
1998,CHARLEY,8/21/98,8/24/98,8/21 - 8/24,60,1000,Tropical Storm
1998,BONNIE,8/19/98,8/31/98,8/19 - 8/31,100,954,Hurricane
1998,DANIELLE,8/24/98,9/8/98,8/24 - 9/8,90,960,Hurricane
1998,EARL,8/31/98,9/8/98,8/31 - 9/8,85,964,Hurricane
1998,FRANCES,9/8/98,9/13/98,9/8 - 9/13,55,990,Tropical Storm
1998,HERMINE,9/17/98,9/20/98,9/17 - 9/20,40,999,Tropical Storm
1998,IVAN,9/19/98,9/27/98,9/19 - 9/27,80,975,Hurricane
1998,KARL,9/23/98,9/29/98,9/23 - 9/29,90,970,Hurricane
1998,GEORGES,9/15/98,10/1/98,9/15 - 10/1,135,937,Hurricane
1998,JEANNE,9/21/98,10/4/98,9/21 - 10/4,90,969,Hurricane
1998,LISA,10/5/98,10/10/98,10/5 - 10/10,65,995,Hurricane
1998,MITCH,10/22/98,11/9/98,10/22 - 11/9,155,905,Hurricane
1998,NICOLE,11/24/98,12/2/98,11/24 - 12/2,75,979,Hurricane
1999,ARLENE,6/11/99,6/18/99,6/11 - 6/18,50,1006,Tropical Storm
1999,BRET,8/18/99,8/25/99,8/18 - 8/25,125,944,Hurricane
1999,EMILY,8/24/99,8/28/99,8/24 - 8/28,45,1004,Tropical Storm
1999,CINDY,8/19/99,8/31/99,8/19 - 8/31,120,942,Hurricane
1999,DENNIS,8/24/99,9/8/99,8/24 - 9/8,90,962,Hurricane
1999,FLOYD,9/7/99,9/19/99,9/7 - 9/19,135,921,Hurricane
1999,HARVEY,9/19/99,9/22/99,9/19 - 9/22,50,994,Tropical Storm
1999,GERT,9/11/99,9/23/99,9/11 - 9/23,130,930,Hurricane
1999,IRENE,10/12/99,10/19/99,10/12 - 10/19,95,958,Hurricane
1999,JOSE,10/17/99,10/25/99,10/17 - 10/25,85,979,Hurricane
1999,KATRINA,10/28/99,11/1/99,10/28 - 11/1,35,999,Tropical Storm
1999,LENNY,11/13/99,11/23/99,11/13 - 11/23,135,933,Hurricane
2000,BERYL,8/13/00,8/15/00,8/13 - 8/15,45,1007,Tropical Storm
2000,CHRIS,8/17/00,8/19/00,8/17 - 8/19,35,1008,Tropical Storm
2000,DEBBY,8/19/00,8/24/00,8/19 - 8/24,75,991,Hurricane
2000,ALBERTO,8/3/00,8/25/00,8/3 - 8/25,110,950,Hurricane
2000,ERNESTO,9/1/00,9/3/00,9/1 - 9/3,35,1008,Tropical Storm
2000,FLORENCE,9/10/00,9/17/00,9/10 - 9/17,70,985,Hurricane
2000,GORDON,9/14/00,9/21/00,9/14 - 9/21,70,981,Hurricane
2000,HELENE,9/15/00,9/25/00,9/15 - 9/25,60,986,Tropical Storm
2000,JOYCE,9/25/00,10/2/00,9/25 - 10/2,80,975,Hurricane
2000,ISAAC,9/21/00,10/4/00,9/21 - 10/4,120,943,Hurricane
2000,KEITH,9/28/00,10/6/00,9/28 - 10/6,120,939,Hurricane
2000,LESLIE,10/4/00,10/10/00,10/4 - 10/10,60,973,Tropical Storm
2000,MICHAEL,10/15/00,10/20/00,10/15 - 10/20,85,965,Hurricane
2000,NADINE,10/19/00,10/22/00,10/19 - 10/22,50,999,Tropical Storm
2001,ALLISON,6/5/01,6/19/01,6/5 - 6/19,50,1000,Tropical Storm
2001,BARRY,8/2/01,8/8/01,8/2 - 8/8,60,990,Tropical Storm
2001,CHANTAL,8/14/01,8/22/01,8/14 - 8/22,60,997,Tropical Storm
2001,DEAN,8/22/01,8/29/01,8/22 - 8/29,60,994,Tropical Storm
2001,ERIN,9/1/01,9/17/01,9/1 - 9/17,105,968,Hurricane
2001,FELIX,9/7/01,9/19/01,9/7 - 9/19,100,962,Hurricane
2001,GABRIELLE,9/11/01,9/21/01,9/11 - 9/21,70,975,Hurricane
2001,HUMBERTO,9/21/01,9/27/01,9/21 - 9/27,90,970,Hurricane
2001,JERRY,10/6/01,10/8/01,10/6 - 10/8,45,1004,Tropical Storm
2001,IRIS,10/4/01,10/9/01,10/4 - 10/9,125,948,Hurricane
2001,KAREN,10/11/01,10/15/01,10/11 - 10/15,70,982,Hurricane
2001,LORENZO,10/27/01,10/31/01,10/27 - 10/31,35,1007,Tropical Storm
2001,MICHELLE,10/29/01,11/6/01,10/29 - 11/6,120,933,Hurricane
2001,NOEL,11/4/01,11/6/01,11/4 - 11/6,65,986,Hurricane
2001,OLGA,11/23/01,12/4/01,11/23 - 12/4,80,973,Hurricane
2002,ARTHUR,7/14/02,7/19/02,7/14 - 7/19,50,992,Tropical Storm
2002,CRISTOBAL,8/5/02,8/8/02,8/5 - 8/8,45,999,Tropical Storm
2002,BERTHA,8/4/02,8/9/02,8/4 - 8/9,35,1007,Tropical Storm
2002,DOLLY,8/29/02,9/4/02,8/29 - 9/4,50,997,Tropical Storm
2002,EDOUARD,9/1/02,9/6/02,9/1 - 9/6,55,1002,Tropical Storm
2002,FAY,9/5/02,9/11/02,9/5 - 9/11,50,998,Tropical Storm
2002,GUSTAV,9/8/02,9/15/02,9/8 - 9/15,85,960,Hurricane
2002,HANNA,9/12/02,9/15/02,9/12 - 9/15,50,1001,Tropical Storm
2002,JOSEPHINE,9/17/02,9/19/02,9/17 - 9/19,50,1004,Tropical Storm
2002,ISIDORE,9/14/02,9/27/02,9/14 - 9/27,110,934,Hurricane
2002,LILI,9/21/02,10/4/02,9/21 - 10/4,125,938,Hurricane
2002,KYLE,9/20/02,10/12/02,9/20 - 10/12,75,980,Hurricane
2003,BILL,6/28/03,7/3/03,6/28 - 7/3,50,997,Tropical Storm
2003,CLAUDETTE,7/7/03,7/17/03,7/7 - 7/17,80,979,Hurricane
2003,DANNY,7/16/03,7/27/03,7/16 - 7/27,65,1000,Hurricane
2003,ERIKA,8/14/03,8/17/03,8/14 - 8/17,65,986,Hurricane
2003,GRACE,8/30/03,9/2/03,8/30 - 9/2,35,1007,Tropical Storm
2003,HENRI,9/3/03,9/8/03,9/3 - 9/8,50,997,Tropical Storm
2003,FABIAN,8/27/03,9/9/03,8/27 - 9/9,125,939,Hurricane
2003,ISABEL,9/6/03,9/20/03,9/6 - 9/20,145,915,Hurricane
2003,JUAN,9/24/03,9/29/03,9/24 - 9/29,90,969,Hurricane
2003,LARRY,9/27/03,10/7/03,9/27 - 10/7,55,993,Tropical Storm
2003,KATE,9/25/03,10/10/03,9/25 - 10/10,110,952,Hurricane
2003,MINDY,10/10/03,10/14/03,10/10 - 10/14,40,1002,Tropical Storm
2003,NICHOLAS,10/13/03,11/1/03,10/13 - 11/1,60,990,Tropical Storm
2003,ODETTE,12/4/03,12/9/03,12/4 - 12/9,55,993,Tropical Storm
2003,PETER,12/7/03,12/11/03,12/7 - 12/11,60,990,Tropical Storm
2003,ANA,4/18/04,4/27/04,4/18 - 4/27,50,994,Tropical Storm
2004,ALEX,7/31/04,8/6/04,7/31 - 8/6,105,957,Hurricane
2004,BONNIE,8/3/04,8/14/04,8/3 - 8/14,55,1001,Tropical Storm
2004,CHARLEY,8/9/04,8/15/04,8/9 - 8/15,130,941,Hurricane
2004,EARL,8/13/04,8/15/04,8/13 - 8/15,45,1009,Tropical Storm
2004,DANIELLE,8/13/04,8/24/04,8/13 - 8/24,95,964,Hurricane
2004,HERMINE,8/27/04,8/31/04,8/27 - 8/31,50,1002,Tropical Storm
2004,GASTON,8/27/04,9/3/04,8/27 - 9/3,65,985,Hurricane
2004,FRANCES,8/25/04,9/10/04,8/25 - 9/10,125,935,Hurricane
2004,IVAN,9/2/04,9/24/04,9/2 - 9/24,145,910,Hurricane
2004,KARL,9/16/04,9/28/04,9/16 - 9/28,125,938,Hurricane
2004,JEANNE,9/13/04,9/29/04,9/13 - 9/29,105,950,Hurricane
2004,LISA,9/19/04,10/3/04,9/19 - 10/3,65,987,Hurricane
2004,NICOLE,10/10/04,10/11/04,10/10 - 10/11,45,986,Extratropical
2004,MATTHEW,10/8/04,10/11/04,10/8 - 10/11,40,997,Tropical Storm
2004,OTTO,11/26/04,12/5/04,11/26 - 12/5,45,995,Tropical Storm
2005,ARLENE,6/8/05,6/14/05,6/8 - 6/14,60,989,Tropical Storm
2005,BRET,6/28/05,6/30/05,6/28 - 6/30,35,1002,Tropical Storm
2005,CINDY,7/3/05,7/11/05,7/3 - 7/11,65,991,Hurricane
2005,DENNIS,7/4/05,7/18/05,7/4 - 7/18,130,930,Hurricane
2005,EMILY,7/11/05,7/21/05,7/11 - 7/21,140,929,Hurricane
2005,GERT,7/23/05,7/25/05,7/23 - 7/25,40,1005,Tropical Storm
